Container length: 24400
Container width: 12200
Boxes Volume: 2.89320384E8
Container Volume: 297680000
Utilization: 97.1917441547971

Packed Boxes: 17
format: x y length width
0 0  7220 3720
18450 0  5950 4880
18465 6480  5935 5720
0 8480  5260 3720
0 3720  5580 3720
0 7600  6400 880
17820 4880  6580 1600
5260 8620  8870 3580
14245 6613  4220 5587
10870 0  7580 3580
7220 0  3580 3720
5580 3720  5100 1880
11050 3580  7400 880
6400 6740  5100 1880
13740 4460  4080 1880
5580 5660  5720 1080
11860 4540  1880 4080

numOfBlemishes: 0
