Container length: 24400
Container width: 12200
Boxes Volume: 2.953518E8
Container Volume: 297680000
Utilization: 99.21788497715667

Packed Boxes: 13
format: x y length width
0 0  7545 4000
0 6580  12680 5620
0 4000  7620 2575
7545 0  8720 3260
7620 3260  7920 3255
12680 7360  7215 4840
16265 0  8050 1730
12680 6580  8720 780
16265 1730  4000 1550
15540 3280  8720 3260
19895 7360  1580 4840
21475 6620  2860 5580
20265 1730  4000 1550

numOfBlemishes: 0
