Container length: 24400
Container width: 12200
Boxes Volume: 2.899579E8
Container Volume: 297680000
Utilization: 97.40590567051868

Packed Boxes: 12
format: x y length width
0 0  22280 2080
0 8920  23080 3280
0 2080  7545 4000
0 8140  23280 780
0 7360  23280 780
0 6180  7190 1180
7545 2080  15720 3270
7190 6430  16080 930
7545 5350  15720 880
23080 9635  1220 2565
23265 0  1130 4080
23280 4635  1000 5000

numOfBlemishes: 0
