Container length: 24400
Container width: 12200
Boxes Volume: 2.948341E8
Container Volume: 297680000
Utilization: 99.04397339424885

Packed Boxes: 20
format: x y length width
0 0  1180 7190
0 8520  9080 3680
1180 0  5404 4700
0 7540  9080 980
1180 4705  7810 2835
6584 0  7810 2965
9080 8735  7620 3465
6584 2965  8050 1730
9080 5475  8720 3260
8990 4695  8780 750
14394 0  5000 1180
14394 1180  5000 1130
16700 8735  7620 3465
14634 2310  5590 1550
14634 3860  5440 780
19394 0  5000 1180
19394 1180  5000 1000
17800 4685  6570 4050
20224 2180  4080 1180
20224 3360  4080 1180

numOfBlemishes: 0
