Container length: 24400
Container width: 12200
Boxes Volume: 2.9617832E8
Container Volume: 297680000
Utilization: 99.49553883364688

Packed Boxes: 15
format: x y length width
0 0  780 8420
0 11270  5800 930
780 0  3670 7620
0 8500  7620 2770
4450 0  3465 7620
780 7620  8720 880
5800 11270  9080 930
7915 0  13910 7620
7620 8500  7620 2770
9500 7620  5404 880
14880 11320  8720 880
15240 7650  750 3670
15990 7650  7620 3670
21825 0  2575 7620
23610 8530  750 3670

numOfBlemishes: 0
