Container length: 24400
Container width: 12200
Boxes Volume: 1.8126605E8
Container Volume: 297680000
Utilization: 60.89292192958882

Packed Boxes: 12
format: x y length width
0 0  9080 2860
0 7500  5403 4700
0 2860  5620 4565
5403 7500  5404 4700
5620 2860  5620 4565
9080 0  2580 1180
9080 1180  2580 1180
10807 11290  2580 910
11660 0  4080 1130
10807 8715  7610 2575
11660 1130  3670 4960
13387 11290  2580 910

numOfBlemishes: 0
