Container length: 24400
Container width: 12200
Boxes Volume: 2.9490765E8
Container Volume: 297680000
Utilization: 99.06868113410373

Packed Boxes: 9
format: x y length width
0 0  14280 2780
0 6120  15720 6080
0 2780  7810 3245
7810 2780  15720 3270
14280 0  9080 2780
15720 8955  7810 3245
15720 6120  7810 2835
23360 0  910 2580
23530 3120  860 9080

numOfBlemishes: 0
