Container length: 24400
Container width: 12200
Boxes Volume: 2.93780814E8
Container Volume: 297680000
Utilization: 98.69014176296695

Packed Boxes: 17
format: x y length width
0 0  8460 5875
0 6080  3375 6120
3375 9125  6590 3075
3375 7295  4580 1830
3375 5915  4260 1380
8460 0  8720 5600
9965 7130  5280 5070
7955 6025  1830 3100
9785 5650  5080 1480
15245 7130  7850 5070
17180 0  5575 5720
14865 5750  4080 1380
22755 0  1610 3375
23095 7860  1280 4340
18945 5750  4080 1380
22755 3375  1643 1580
23095 5070  1280 2790

numOfBlemishes: 0
