BatchNo, BoardNo, Color, Specification, BoardArea, WorkPiecesQty, WorkPiecesArea, Ratio, OddArea
Cabinet3,1,0,24400*12200,2.9768E8,9,2.95639E8,99.31436441816716%,
Cabinet3,2,0,24400*12200,2.9768E8,6,2.94505E8,98.93341843590433%,
Cabinet3,3,0,24400*12200,2.9768E8,14,2.919414E8,98.07222520827733%,
Cabinet3,4,0,24400*12200,2.9768E8,10,2.97112E8,99.80919107766728%,
Cabinet3,5,0,24400*12200,2.9768E8,8,9.74984E7,32.75275463585058%,
Cabinet3,6,0,24400*12200,2.9768E8,10,2.951663E8,99.15556973931739%,
Cabinet3,7,0,24400*12200,2.9768E8,9,2.967212E8,99.67790916420317%,
Cabinet3,8,0,24400*12200,2.9768E8,9,2.955416E8,99.28164471916152%,
Cabinet3,9,0,24400*12200,2.9768E8,17,2.961222E8,99.47668637463048%,
Cabinet3,10,0,24400*12200,2.9768E8,13,2.935243E8,98.60397070679925%,
Cabinet3,11,0,24400*12200,2.9768E8,13,2.930926E8,98.45894920720237%,
Cabinet3,12,0,24400*12200,2.9768E8,10,2.965281E8,99.61304084923408%,
Cabinet3,13,0,24400*12200,2.9768E8,10,2.962357E8,99.51481456597689%,
Cabinet3,14,0,24400*12200,2.9768E8,6,2.945308E8,98.9420854608976%,
Cabinet3,15,0,24400*12200,2.9768E8,5,2.935114E8,98.59963719430262%,
Cabinet3,16,0,24400*12200,2.9768E8,11,2.935436932E8,98.6104854877721%,
Cabinet3,17,0,24400*12200,2.9768E8,13,2.947192E8,99.00537489922064%,
Cabinet3,18,0,24400*12200,2.9768E8,11,2.915394E8,97.93718086535878%,
Cabinet3,19,0,24400*12200,2.9768E8,12,2.939322E8,98.74099704380542%,
Cabinet3,20,0,24400*12200,2.9768E8,9,2.931384E8,98.47433485622143%,
Cabinet3,21,0,24400*12200,2.9768E8,13,2.955594E8,99.28762429454447%,
Cabinet3,22,0,24400*12200,2.9768E8,14,2.956365E8,99.31352459016394%,
Cabinet3,23,0,24400*12200,2.9768E8,10,2.93501E8,98.59614350980918%,
Cabinet3,24,0,24400*12200,2.9768E8,13,2.923057E8,98.19460494490728%,
Cabinet3,25,0,24400*12200,2.9768E8,11,2.960423E8,99.44984547164742%,
Cabinet3,26,0,24400*12200,2.9768E8,13,2.94086E8,98.79266326256382%,
Cabinet3,27,0,24400*12200,2.9768E8,17,2.957352E8,99.34668099973126%,
Cabinet3,28,0,24400*12200,2.9768E8,11,2.936708E8,98.65318462778824%,
Cabinet3,29,0,24400*12200,2.9768E8,9,2.941341E8,98.80882155334588%,
Cabinet3,30,0,24400*12200,2.9768E8,12,2.949584E8,99.08572964256919%,
Cabinet3,31,0,24400*12200,2.9768E8,10,2.939159E8,98.73552136522441%,
Cabinet3,32,0,24400*12200,2.9768E8,7,2.963948E8,99.56826122010213%,
Cabinet3,33,0,24400*12200,2.9768E8,11,2.936366E8,98.64169578070411%,
Cabinet3,34,0,24400*12200,2.9768E8,10,2.940712E8,98.78769148078474%,
Cabinet3,35,0,24400*12200,2.9768E8,9,2.953628E8,99.22158022037087%,
Cabinet3,36,0,24400*12200,2.9768E8,9,2.939663E8,98.75245229776941%,
Cabinet3,37,0,24400*12200,2.9768E8,12,2.950196864E8,99.10631765654392%,
Cabinet3,38,0,24400*12200,2.9768E8,12,2.949992E8,99.09943563558184%,
