Container length: 24400
Container width: 12200
Boxes Volume: 2.931713135E8
Container Volume: 297680000
Utilization: 98.4853915278151

Packed Boxes: 23
format: x y length width
0 0  19220 5880
18280 8825  6120 3375
0 9125  6590 3075
21325 0  3075 6590
0 6050  6590 3075
19845 0  1480 5080
17810 7945  6590 880
15180 10370  3100 1830
19820 7365  4580 580
19265 0  580 5720
19570 6785  4830 580
6590 9120  8580 3080
15195 8847  3085 1523
14735 5905  6590 880
15920 7365  3900 580
10750 6785  8820 580
6590 8040  8460 1080
15120 7967  2690 880
6590 7160  4080 880
6590 6480  3900 680
6590 5900  3900 580
10840 7387  5080 580
10545 5905  4190 880

numOfBlemishes: 0
