Container length: 24400
Container width: 12200
Boxes Volume: 2.920055E8
Container Volume: 297680000
Utilization: 98.09375839828004

Packed Boxes: 16
format: x y length width
0 0  1080 8460
16890 0  7510 3570
18690 7020  5710 5180
0 8630  7510 3570
1080 0  4180 5270
16690 3570  7710 1080
1080 5300  7510 3330
16690 4650  7710 680
16390 5440  8010 1580
5260 0  5710 5180
12980 7020  5710 5180
11280 0  5610 3570
7510 8770  5430 3430
10980 3570  5710 1080
8590 5340  4330 3430
12960 4650  3430 2210

numOfBlemishes: 0
