BatchNo, BoardNo, Color, Specification, BoardArea, WorkPiecesQty, WorkPiecesArea, Ratio, OddArea
Others3,1,0,24400*12200,2.9768E8,9,2.934045E8,98.56372614888471%,
Others3,2,0,24400*12200,2.9768E8,11,2.916588E8,97.9772910507928%,
Others3,3,0,24400*12200,2.9768E8,10,2.9370655E8,98.66519416823435%,
Others3,4,0,24400*12200,2.9768E8,12,2.90823175E8,97.69657854071487%,
Others3,5,0,24400*12200,2.9768E8,15,2.913104E8,97.86025262026338%,
Others3,6,0,24400*12200,2.9768E8,8,1.08299672E8,36.381238914270355%,
Others3,7,0,24400*12200,2.9768E8,9,2.9451105E8,98.93545081967213%,
Others3,8,0,24400*12200,2.9768E8,8,2.9363E8,98.63947863477559%,
Others3,9,0,24400*12200,2.9768E8,13,2.92274211E8,98.18402680730985%,
Others3,10,1,24400*12200,2.9768E8,11,2.92124E8,98.13356624563289%,
Others3,11,1,24400*12200,2.9768E8,11,1.968127E8,66.11552674012363%,
Others3,12,1,24400*12200,2.9768E8,7,2.940488E8,98.78016662187584%,
Others3,13,1,24400*12200,2.9768E8,14,2.924656E8,98.24832034399356%,
Others3,14,1,24400*12200,2.9768E8,10,2.930817E8,98.4552875571083%,
Others3,15,1,24400*12200,2.9768E8,13,2.930937E8,98.45931873152378%,
Others3,16,1,24400*12200,2.9768E8,15,2.9158E8,97.95081967213115%,
Others3,17,1,24400*12200,2.9768E8,12,2.953143E8,99.2052875571083%,
Others3,18,1,24400*12200,2.9768E8,14,2.920973E8,98.12459688255846%,
Others3,19,1,24400*12200,2.9768E8,11,2.944342E8,98.909634506853%,
