BatchNo, BoardNo, Color, Specification, BoardArea, WorkPiecesQty, WorkPiecesArea, Ratio, OddArea
Cabinet3,1,0,24400*12200,2.9768E8,11,2.938208E8,98.70357430798174%,
Cabinet3,2,0,24400*12200,2.9768E8,8,2.914188E8,97.89666756248322%,
Cabinet3,3,0,24400*12200,2.9768E8,8,2.942231E8,98.83871943026067%,
Cabinet3,4,0,24400*12200,2.9768E8,6,2.885352E8,96.92797635044343%,
Cabinet3,5,0,24400*12200,2.9768E8,5,2.953002E8,99.20055092717011%,
Cabinet3,6,0,24400*12200,2.9768E8,9,2.944836E8,98.92622950819673%,
Cabinet3,7,0,24400*12200,2.9768E8,7,2.9235435E8,98.21094799785004%,
Cabinet3,8,0,24400*12200,2.9768E8,10,2.949933E8,99.09745364149421%,
Cabinet3,9,0,24400*12200,2.9768E8,8,2.954235E8,99.24197124428918%,
Cabinet3,10,0,24400*12200,2.9768E8,8,2.928738E8,98.38544746036011%,
Cabinet3,11,0,24400*12200,2.9768E8,7,2.919550932E8,98.07682518140285%,
Cabinet3,12,0,24400*12200,2.9768E8,9,2.901228E8,97.46130072561141%,
Cabinet3,13,0,24400*12200,2.9768E8,9,2.933264E8,98.53748992206395%,
Cabinet3,14,0,24400*12200,2.9768E8,7,2.950391E8,99.11283929051329%,
Cabinet3,15,0,24400*12200,2.9768E8,9,2.928646E8,98.38235689330826%,
Cabinet3,16,0,24400*12200,2.9768E8,5,2.908496E8,97.70545552270896%,
Cabinet3,17,0,24400*12200,2.9768E8,10,2.949825932E8,99.09385689330826%,
Cabinet3,18,0,24400*12200,2.9768E8,7,2.909611648E8,97.74293361999463%,
Cabinet3,19,0,24400*12200,2.9768E8,6,2.919488E8,98.07471109916689%,
Cabinet3,20,0,24400*12200,2.9768E8,8,2.924146E8,98.23118785272776%,
Cabinet3,21,0,24400*12200,2.9768E8,5,2.935114E8,98.59963719430262%,
Cabinet3,22,0,24400*12200,2.9768E8,9,2.936976E8,98.6621875839828%,
Cabinet3,23,0,24400*12200,2.9768E8,6,2.943884E8,98.89424885783392%,
Cabinet3,24,0,24400*12200,2.9768E8,9,2.933358E8,98.54064767535608%,
Cabinet3,25,0,24400*12200,2.9768E8,9,2.93068E8,98.45068529965064%,
Cabinet3,26,0,24400*12200,2.9768E8,8,2.947622E8,99.01981994087612%,
Cabinet3,27,0,24400*12200,2.9768E8,9,2.935639E8,98.61727358237033%,
Cabinet3,28,0,24400*12200,2.9768E8,7,2.949784E8,99.09244826659501%,
Cabinet3,29,0,24400*12200,2.9768E8,8,2.934148E8,98.567186240258%,
Cabinet3,30,0,24400*12200,2.9768E8,7,2.921744E8,98.15049717817791%,
Cabinet3,31,0,24400*12200,2.9768E8,6,2.939921348E8,98.76113101316851%,
Cabinet3,32,0,24400*12200,2.9768E8,7,2.927356E8,98.33902176834185%,
Cabinet3,33,0,24400*12200,2.9768E8,7,2.946368E8,98.97769416823435%,
Cabinet3,34,0,24400*12200,2.9768E8,8,2.942081932E8,98.8337117710293%,
Cabinet3,35,0,24400*12200,2.9768E8,5,2.93448E8,98.57833915614083%,
Cabinet3,36,0,24400*12200,2.9768E8,6,2.901561932E8,97.47251854340232%,
Cabinet3,37,0,24400*12200,2.9768E8,7,2.94355E8,98.88302875571082%,
Cabinet3,38,0,24400*12200,2.9768E8,10,2.910894E8,97.7860118247783%,
Cabinet3,39,0,24400*12200,2.9768E8,8,2.937283E8,98.67250067186241%,
Cabinet3,40,0,24400*12200,2.9768E8,8,2.931E8,98.46143509809191%,
Cabinet3,41,0,24400*12200,2.9768E8,10,2.949024E8,99.06691749529695%,
Cabinet3,42,0,24400*12200,2.9768E8,6,2.936262E8,98.6382020962107%,
Cabinet3,43,0,24400*12200,2.9768E8,7,2.8928285E8,97.17913531308787%,
Cabinet3,44,0,24400*12200,2.9768E8,6,2.939572E8,98.74939532383769%,
Cabinet3,45,0,24400*12200,2.9768E8,7,2.944254E8,98.90667831228164%,
Cabinet3,46,0,24400*12200,2.9768E8,7,2.946867E8,98.9944571351787%,
Cabinet3,47,0,24400*12200,2.9768E8,9,2.896898E8,97.31584251545284%,
Cabinet3,48,0,24400*12200,2.9768E8,7,2.932958E8,98.52721042730448%,
Cabinet3,49,0,24400*12200,2.9768E8,9,2.911659E8,97.81171056167697%,
Cabinet3,50,0,24400*12200,2.9768E8,7,2.942621E8,98.85182074711099%,
Cabinet3,51,0,24400*12200,2.9768E8,7,2.927389E8,98.34013034130611%,
Cabinet3,52,0,24400*12200,2.9768E8,7,2.927281E8,98.33650228433217%,
Cabinet3,53,0,24400*12200,2.9768E8,7,2.956363E8,99.31345740392368%,
Cabinet3,54,0,24400*12200,2.9768E8,7,2.92501E8,98.26021230851923%,
Cabinet3,55,0,24400*12200,2.9768E8,9,2.922826E8,98.18684493415749%,
Cabinet3,56,0,24400*12200,2.9768E8,8,2.945794E8,98.95841171728031%,
Cabinet3,57,0,24400*12200,2.9768E8,9,2.945756E8,98.9571351787154%,
Cabinet3,58,0,24400*12200,2.9768E8,7,2.92368E8,98.21553345874764%,
Cabinet3,59,0,24400*12200,2.9768E8,6,2.916295E8,97.96744826659501%,
Cabinet3,60,0,24400*12200,2.9768E8,8,2.9156835E8,97.94690607363611%,
Cabinet3,61,0,24400*12200,2.9768E8,8,2.94492E8,98.92905133028755%,
Cabinet3,62,0,24400*12200,2.9768E8,8,2.918047E8,98.026303413061%,
Cabinet3,63,0,24400*12200,2.9768E8,8,2.938866E8,98.72567858102661%,
Cabinet3,64,0,24400*12200,2.9768E8,8,2.937878E8,98.69248857833917%,
Cabinet3,65,0,24400*12200,2.9768E8,7,2.934265E8,98.5711166353131%,
Cabinet3,66,0,24400*12200,2.9768E8,11,2.91305E8,97.8584385917764%,
Cabinet3,67,0,24400*12200,2.9768E8,10,2.941408E8,98.81107229239453%,
Cabinet3,68,0,24400*12200,2.9768E8,6,2.944492E8,98.91467347487234%,
Cabinet3,69,0,24400*12200,2.9768E8,10,2.945553E8,98.95031577532922%,
Cabinet3,70,0,24400*12200,2.9768E8,8,2.917443932E8,98.00604447729106%,
Cabinet3,71,0,24400*12200,2.9768E8,9,2.942098E8,98.83425154528354%,
Cabinet3,72,0,24400*12200,2.9768E8,9,2.959206E8,99.40896264445043%,
Cabinet3,73,0,24400*12200,2.9768E8,9,2.942784E8,98.85729642569201%,
Cabinet3,74,0,24400*12200,2.9768E8,8,2.939144E8,98.73501746842247%,
Cabinet3,75,0,24400*12200,2.9768E8,8,2.843761E8,95.5308048911583%,
Cabinet3,76,0,24400*12200,2.9768E8,7,2.956933E8,99.33260548239721%,
Cabinet3,77,0,24400*12200,2.9768E8,8,2.932033E8,98.49613679118518%,
Cabinet3,78,0,24400*12200,2.9768E8,7,2.941293E8,98.80720908357968%,
Cabinet3,79,0,24400*12200,2.9768E8,4,2.929768E8,98.420048374093%,
Cabinet3,80,0,24400*12200,2.9768E8,9,2.945769E8,98.95757188927706%,
Cabinet3,81,0,24400*12200,2.9768E8,8,2.945249E8,98.94010346681%,
Cabinet3,82,0,24400*12200,2.9768E8,8,2.857008932E8,95.97584426229508%,
Cabinet3,83,0,24400*12200,2.9768E8,9,2.9417E8,98.82088148347219%,
Cabinet3,84,0,24400*12200,2.9768E8,6,2.887294E8,96.99321418973393%,
Cabinet3,85,0,24400*12200,2.9768E8,6,2.902308E8,97.49758129535071%,
Cabinet3,86,0,24400*12200,2.9768E8,6,2.907772E8,97.68113410373556%,
Cabinet3,87,0,24400*12200,2.9768E8,8,2.920997E8,98.12540311744154%,
Cabinet3,88,0,24400*12200,2.9768E8,8,2.909874E8,97.75174684224672%,
Cabinet3,89,0,24400*12200,2.9768E8,8,2.938314E8,98.7071351787154%,
Cabinet3,90,0,24400*12200,2.9768E8,2,9.96072E7,33.46116635313088%,
Cabinet3,91,0,24400*12200,2.9768E8,8,2.942929E8,98.86216742811072%,
Cabinet3,92,0,24400*12200,2.9768E8,6,2.919564E8,98.07726417629671%,
