BatchNo, BoardNo, Color, Specification, BoardArea, WorkPiecesQty, WorkPiecesArea, Ratio, OddArea
Closet2,1,0,24400*12200,2.9768E8,10,2.934056E8,98.56409567320613%,
Closet2,2,0,24400*12200,2.9768E8,8,2.92514E8,98.264579414136%,
Closet2,3,0,24400*12200,2.9768E8,8,2.939086E8,98.73306906745498%,
Closet2,4,0,24400*12200,2.9768E8,9,2.9167405E8,97.98241400161247%,
Closet2,5,0,24400*12200,2.9768E8,10,2.9373365E8,98.6742979037893%,
Closet2,6,0,24400*12200,2.9768E8,13,2.8739585E8,96.5452331362537%,
Closet2,7,0,24400*12200,2.9768E8,13,2.908008E8,97.689062080086%,
Closet2,8,0,24400*12200,2.9768E8,6,2.7318385E8,91.77097890352056%,
Closet2,9,0,24400*12200,2.9768E8,7,2.769072E8,93.0217683418436%,
Closet2,10,0,24400*12200,2.9768E8,6,2.675548E8,89.88000537489923%,
Closet2,11,0,24400*12200,2.9768E8,7,2.715162E8,91.21076323568934%,
Closet2,12,0,24400*12200,2.9768E8,7,2.544054E8,85.4627116366568%,
Closet2,13,0,24400*12200,2.9768E8,5,2.273948E8,76.38900833109379%,
Closet2,14,0,24400*12200,2.9768E8,4,2.172323E8,72.97510749798441%,
Closet2,15,0,24400*12200,2.9768E8,2,8.30144E7,27.887127116366567%,
