BatchNo, BoardNo, Color, Specification, BoardArea, WorkPiecesQty, WorkPiecesArea, Ratio, OddArea
Mixed2,1,0,24400*12200,2.9768E8,8,2.957794E8,99.36152915882826%,
Mixed2,2,0,24400*12200,2.9768E8,9,2.94521E8,98.93879333512497%,
Mixed2,3,0,24400*12200,2.9768E8,16,2.927824E8,98.35474334856222%,
Mixed2,4,0,24400*12200,2.9768E8,17,2.93821171E8,98.70369893845739%,
Mixed2,5,0,24400*12200,2.9768E8,17,2.88978771E8,97.07698568933083%,
Mixed2,6,0,24400*12200,2.9768E8,13,2.93254798E8,98.51343657618919%,
Mixed2,7,0,24400*12200,2.9768E8,11,2.87385449E8,96.54173911582907%,
Mixed2,8,0,24400*12200,2.9768E8,14,2.939311635E8,98.7406488511153%,
Mixed2,9,0,24400*12200,2.9768E8,6,7.64585635E7,25.6848170854609%,
Mixed2,10,0,24400*12200,2.9768E8,17,2.859530345E8,96.0605463920989%,
Mixed2,11,0,24400*12200,2.9768E8,15,2.923675345E8,98.21537708277344%,
Mixed2,12,0,24400*12200,2.9768E8,10,2.96176299E8,99.49485991668907%,
Mixed2,13,0,24400*12200,2.9768E8,9,2.935588E8,98.61556033324376%,
Mixed2,14,1,24400*12200,2.9768E8,10,2.94337574E8,98.87717481859715%,
Mixed2,15,1,24400*12200,2.9768E8,10,2.9071905E8,97.66159970438055%,
Mixed2,16,1,24400*12200,2.9768E8,10,2.941789E8,98.82387127116367%,
Mixed2,17,1,24400*12200,2.9768E8,10,2.9226665E8,98.1814868314969%,
Mixed2,18,1,24400*12200,2.9768E8,11,2.9171325E8,97.99558250470305%,
Mixed2,19,1,24400*12200,2.9768E8,8,2.9132675E8,97.86574509540446%,
Mixed2,20,1,24400*12200,2.9768E8,12,2.942475E8,98.84691615157215%,
Mixed2,21,1,24400*12200,2.9768E8,10,2.947832E8,99.0268744961032%,
Mixed2,22,1,24400*12200,2.9768E8,7,2.942534E8,98.84889814565977%,
Mixed2,23,1,24400*12200,2.9768E8,9,2.95108E8,99.13598495028218%,
Mixed2,24,1,24400*12200,2.9768E8,12,2.9320415E8,98.49642233270627%,
Mixed2,25,1,24400*12200,2.9768E8,10,2.9088855E8,97.7185400429992%,
Mixed2,26,1,24400*12200,2.9768E8,9,2.942228E8,98.83861865090029%,
Mixed2,27,1,24400*12200,2.9768E8,12,2.9444985E8,98.91489183015318%,
Mixed2,28,1,24400*12200,2.9768E8,6,2.874623E8,96.56755576457941%,
Mixed2,29,1,24400*12200,2.9768E8,7,2.95372E8,99.22467078742274%,
Mixed2,30,1,24400*12200,2.9768E8,13,2.9385875E8,98.71632289707067%,
Mixed2,31,1,24400*12200,2.9768E8,13,2.923143E8,98.19749395323836%,
Mixed2,32,1,24400*12200,2.9768E8,14,2.920523E8,98.1094799785004%,
Mixed2,33,1,24400*12200,2.9768E8,7,2.33918E8,78.58035474334856%,
Mixed2,34,1,24400*12200,2.9768E8,11,2.927531E8,98.34490056436442%,
Mixed2,35,1,24400*12200,2.9768E8,9,2.9245105E8,98.24343254501477%,
Mixed2,36,1,24400*12200,2.9768E8,7,2.924068E8,98.2285675893577%,
Mixed2,37,1,24400*12200,2.9768E8,7,2.928544E8,98.3789303950551%,
Mixed2,38,1,24400*12200,2.9768E8,9,2.951038E8,99.13457403923677%,
Mixed2,39,1,24400*12200,2.9768E8,6,2.930175E8,98.43372077398548%,
Mixed2,40,1,24400*12200,2.9768E8,17,2.904093E8,97.55754501478097%,
