Container length: 24400
Container width: 12200
Boxes Volume: 2.8204014E8
Container Volume: 297680000
Utilization: 94.74608304219295

Packed Boxes: 20
format: x y length width
0 0  15720 3265
1120 11420  23280 780
16780 0  7620 3670
0 3420  750 8780
8320 10490  16080 930
750 6720  5404 4700
18996 5790  5404 4700
21260 3670  3140 910
750 3265  7620 2575
21800 4580  2600 880
13593 5790  5403 4700
6154 6820  4960 3670
750 5860  9080 860
17260 3670  4000 1550
15900 0  880 5404
8370 3265  5404 880
8370 4145  5590 1550
12043 6490  1550 4000
11114 6820  750 3670
9830 5695  3670 750

numOfBlemishes: 0
