Container length: 24400
Container width: 12200
Boxes Volume: 2.925508E8
Container Volume: 297680000
Utilization: 98.27694168234345

Packed Boxes: 19
format: x y length width
0 0  14280 2780
20720 3120  3680 9080
0 8940  8720 3260
15320 0  9080 2860
0 2780  8720 3260
0 8060  8720 880
12000 8940  8720 3260
0 6930  4080 1130
0 6050  8720 880
12000 2860  8720 3260
13100 6170  7620 2770
4080 6930  4080 1130
8720 8120  1180 4080
14410 0  910 2580
9900 8120  1000 4080
10900 3120  980 9080
8720 2780  1180 5000
9900 2780  1000 5000
11920 6360  1180 2580

numOfBlemishes: 0
