Container length: 24400
Container width: 12200
Boxes Volume: 2.911859E8
Container Volume: 297680000
Utilization: 97.81842918570277

Packed Boxes: 16
format: x y length width
0 0  1600 6580
15680 0  8720 5580
19020 5620  5380 6580
0 8620  8870 3580
1600 0  9870 5950
0 7740  8720 880
0 6860  5720 880
9150 7680  9870 4520
1600 5980  4220 880
11600 0  4080 1880
12620 6800  6400 880
5720 7100  6580 580
11600 1880  4080 1880
13300 5720  5720 1080
5820 6120  6580 980
11600 3760  4080 1880

numOfBlemishes: 0
