Container length: 24400
Container width: 12200
Boxes Volume: 2.794765E8
Container Volume: 297680000
Utilization: 93.88487637731792

Packed Boxes: 18
format: x y length width
19780 0  4620 8720
19150 11420  5250 780
19150 10640  5250 780
14880 0  4900 8720
5460 0  9420 9305
560 0  4900 8720
0 9305  3980 1360
3980 9305  4140 1150
8120 9305  3980 1080
0 10665  4140 1150
4140 10455  8720 680
14880 8720  8720 680
12860 9400  3980 1360
4140 11135  5250 780
9390 11135  4400 870
16840 9400  3500 1150
13790 10760  3980 1360
20340 9400  3500 1150

numOfBlemishes: 0
