Container length: 24400
Container width: 12200
Boxes Volume: 2.906758E8
Container Volume: 297680000
Utilization: 97.64707067992475

Packed Boxes: 17
format: x y length width
0 0  5620 4570
0 4580  13910 7620
5620 0  8720 3260
5620 3260  5000 1180
10620 3260  7190 1180
13910 7360  7215 4840
14340 0  8720 3260
13910 4440  5800 930
13910 6380  9080 980
13910 5370  9080 930
17810 3260  2580 1180
21125 7360  1580 4840
22705 8120  1180 4080
23060 0  1130 5000
20390 3260  2580 1180
19710 4440  3140 910
22990 5540  1180 2580

numOfBlemishes: 0
