Container length: 24400
Container width: 12200
Boxes Volume: 2.9165835E8
Container Volume: 297680000
Utilization: 97.97713988175222

Packed Boxes: 12
format: x y length width
0 0  11550 3655
0 7120  8820 5080
0 3655  8420 3380
8820 7165  4360 5035
11550 0  5550 4575
8420 3655  3120 3380
13180 6540  3380 5660
11540 4575  6430 1880
16560 6820  7830 5380
17100 0  5550 4575
17970 4575  6430 2180
22650 0  1480 3740

numOfBlemishes: 0
