Container length: 24400
Container width: 12200
Boxes Volume: 2.9231375E8
Container Volume: 297680000
Utilization: 98.19730919107766

Packed Boxes: 11
format: x y length width
0 0  4795 11300
0 11420  6430 780
4795 0  12975 4600
4795 6820  12975 4600
6430 11420  17350 780
4795 4600  13850 2120
17770 0  5550 4575
17770 6845  5080 4575
18645 4575  5660 2080
23320 0  1080 4080
22850 7340  1480 4080

numOfBlemishes: 0
