Container length: 24400
Container width: 12200
Boxes Volume: 2.920436E8
Container Volume: 297680000
Utilization: 98.10655737704919

Packed Boxes: 9
format: x y length width
0 0  14580 3380
0 6540  8060 5660
0 3380  14220 3120
8060 6630  9130 5570
14580 0  7960 6120
17190 10660  7015 1540
17190 6190  5880 4470
22540 0  1730 5660
23070 5865  1320 4795

numOfBlemishes: 0
