Container length: 24400
Container width: 12200
Boxes Volume: 2.9452245E8
Container Volume: 297680000
Utilization: 98.93928043536684

Packed Boxes: 9
format: x y length width
0 0  17750 4710
0 10020  14210 2180
0 5445  15030 4575
0 4710  14680 680
14210 10020  9240 2180
15030 4840  7830 5180
17750 0  6630 4830
23450 9080  780 3120
22860 5000  1480 4080

numOfBlemishes: 0
