Container length: 24400
Container width: 12200
Boxes Volume: 2.923726E8
Container Volume: 297680000
Utilization: 98.21707874227359

Packed Boxes: 13
format: x y length width
0 0  10720 8460
0 8545  11550 3655
10720 0  11550 3650
11550 7840  5035 4360
10720 3650  5540 3947
16585 8820  2760 3380
19345 7840  5035 4360
16260 3650  6310 3050
16585 6740  2760 2080
22270 0  2120 2180
19345 6760  4380 1080
22570 2180  880 4470
23450 2180  880 4470

numOfBlemishes: 0
