BatchNo, BoardNo, Color, UPI, X, Y, R, L, W, Area, Type, SubCode
Cabinet2,1,1,20648361074,0,0,0,2308.0,528.0,1.218624E8,0,0
Cabinet2,1,1,20688201128,22820,9320,90,288.0,158.0,4550400.0,0,0
Cabinet2,1,1,20687051002,0,6520,0,2208.0,568.0,1.254144E8,0,0
Cabinet2,1,1,20648361069,23320,0,90,927.0,108.0,1.00116E7,0,0
Cabinet2,1,1,20687051034,22140,5490,90,671.0,68.0,4562800.0,0,0
Cabinet2,1,1,20711281020,0,5280,0,708.0,118.0,8354400.0,0,0
Cabinet2,1,1,20687051107,15060,5280,0,708.0,108.0,7646400.0,0,0
Cabinet2,1,1,20712531055,7080,5280,0,771.0,108.0,8326800.0,0,0
Cabinet2,2,1,20648361092,0,0,90,433.0,367.0,1.58911E7,0,0
Cabinet2,2,1,20648361062,5720,0,0,1868.0,618.0,1.154424E8,0,0
Cabinet2,2,1,20687051004,2320,6520,0,2208.0,568.0,1.254144E8,0,0
Cabinet2,2,1,20648361108,0,8530,0,221.0,367.0,8110700.0,0,0
Cabinet2,2,1,20710131070,3670,0,0,191.0,357.0,6818700.0,0,0
Cabinet2,2,1,20648361115,0,4860,0,221.0,367.0,8110700.0,0,0
Cabinet2,2,1,20687051121,2210,4330,90,211.0,337.0,7110700.0,0,0
Cabinet2,2,0,20688201062,3670,3570,90,68.0,171.0,1162800.0,0,0
Cabinet2,3,1,20710131044,0,0,0,2108.0,568.0,1.197344E8,0,0
Cabinet2,3,1,20687051091+20688201123,21425,7650,0,297.5,455.0,1.353625E7,0,0
Cabinet2,3,1,20711281016,0,11520,0,614.0,68.0,4175200.0,0,0
Cabinet2,3,1,20688201074,22480,0,90,758.0,192.0,1.45536E7,0,0
Cabinet2,3,1,20710131046,0,5840,0,2108.0,568.0,1.197344E8,0,0
Cabinet2,3,1,20687051069,21080,0,90,671.0,140.0,9394000.0,0,0
Cabinet2,3,0,20688201006,15215,11520,90,68.0,621.0,4222800.0,0,0
Cabinet2,3,0,20648361041,6140,11520,90,68.0,343.0,2332400.0,0,0
Cabinet2,3,0,20663981036,12235,11520,90,68.0,298.0,2026400.0,0,0
Cabinet2,3,0,20712531027,9570,11520,90,68.0,266.0,1808800.0,0,0
Cabinet2,4,1,20648361078,0,0,0,2271.0,418.0,9.49278E7,0,0
Cabinet2,4,1,20648361075,1320,6920,0,2308.0,528.0,1.218624E8,0,0
Cabinet2,4,1,20688201044,22720,0,90,689.0,168.0,1.15752E7,0,0
Cabinet2,4,1,20688201045,0,4180,0,689.0,268.0,1.84652E7,0,0
Cabinet2,4,1,20687051048,15640,4180,0,708.0,258.0,1.82664E7,0,0
Cabinet2,4,1,20688201125,6890,4180,90,251.0,801.0,2.01051E7,0,0
Cabinet2,4,0,20687051023,0,11190,90,101.0,108.0,1090800.0,0,0
Cabinet2,4,0,20711281027,0,7070,90,412.0,58.0,2389600.0,0,0
Cabinet2,4,0,20687051067,580,6980,90,421.0,68.0,2862800.0,0,0
Cabinet2,4,0,20712531012,14960,4180,0,68.0,271.0,1842800.0,0,0
Cabinet2,5,1,20663981097,0,0,90,358.0,376.0,1.34608E7,0,0
Cabinet2,5,1,20688201130,21890,0,0,251.0,611.0,1.53361E7,0,0
Cabinet2,5,1,20687051109,0,5490,90,671.0,256.0,1.71776E7,0,0
Cabinet2,5,1,20711281041,6320,6520,0,1808.0,568.0,1.026944E8,0,0
Cabinet2,5,1,20711281042,3810,0,0,1808.0,568.0,1.026944E8,0,0
Cabinet2,5,1,20663981089,2560,5970,90,623.0,375.0,2.33625E7,0,0
Cabinet2,5,1,20710131077,0,3580,90,191.0,357.0,6818700.0,0,0
Cabinet2,5,0,20710131053,17320,6140,0,708.0,38.0,2690400.0,0,0
Cabinet2,5,0,20688201144,16210,5680,90,44.0,568.0,2499200.0,0,0
Cabinet2,5,0,20648361129,6310,5680,90,73.0,368.0,2686400.0,0,0
Cabinet2,5,0,20710131055,10240,6140,0,708.0,38.0,2690400.0,0,0
Cabinet2,5,0,20711281068,10070,5680,0,614.0,40.0,2456000.0,0,0
Cabinet2,6,1,20663981105,0,0,90,321.0,571.0,1.83291E7,0,0
Cabinet2,6,1,20648361065,5900,0,0,1850.0,927.0,1.71495E8,0,0
Cabinet2,6,1,20687051042,17510,9420,0,689.0,278.0,1.91542E7,0,0
Cabinet2,6,1,20688201066,0,3390,90,881.0,357.0,3.14517E7,0,0
Cabinet2,6,1,20688201077,3570,10460,0,721.0,174.0,1.25454E7,0,0
Cabinet2,6,1,20687051029,3570,3570,90,689.0,221.0,1.52269E7,0,0
Cabinet2,6,1,20648361009,10920,10440,0,659.0,176.0,1.15984E7,0,0
Cabinet2,6,1,20688201069,5780,9360,0,881.0,108.0,9514800.0,0,0
Cabinet2,6,0,20663981066,14750,9360,0,276.0,108.0,2980800.0,0,0
Cabinet2,7,1,20648361005,0,0,90,678.0,568.0,3.85104E7,0,0
Cabinet2,7,1,20648361107,20720,0,90,813.0,368.0,2.99184E7,0,0
Cabinet2,7,1,20711281010,0,8520,0,689.0,368.0,2.53552E7,0,0
Cabinet2,7,1,20712531059,21020,8170,90,403.0,338.0,1.36214E7,0,0
Cabinet2,7,1,20687051111+20688201078,10765,8630,0,1025.5,357.0,3.661035E7,0,0
Cabinet2,7,1,20688201049,15080,0,90,671.0,564.0,3.78444E7,0,0
Cabinet2,7,1,20687051087,0,6840,0,708.0,168.0,1.18944E7,0,0
Cabinet2,7,1,20648361044,5680,0,90,678.0,432.0,2.92896E7,0,0
Cabinet2,7,1,20663981099,6890,8620,90,358.0,376.0,1.34608E7,0,0
Cabinet2,7,1,20710131002,13830,6750,0,689.0,188.0,1.29532E7,0,0
Cabinet2,7,1,20663981054,10010,0,90,671.0,507.0,3.40197E7,0,0
Cabinet2,7,1,20687051090,7080,6840,0,671.0,178.0,1.19438E7,0,0
Cabinet2,8,1,20710131003,0,0,0,689.0,208.0,1.43312E7,0,0
Cabinet2,8,1,20648361123,20520,3420,90,878.0,388.0,3.40664E7,0,0
Cabinet2,8,1,20711281064,0,6090,90,611.0,567.0,3.46437E7,0,0
Cabinet2,8,1,20687051101,20820,0,0,358.0,338.0,1.21004E7,0,0
Cabinet2,8,1,20687051030,0,2080,0,689.0,238.0,1.63982E7,0,0
Cabinet2,8,1,20663981063,13740,0,0,708.0,341.0,2.41428E7,0,0
Cabinet2,8,1,20648361067,11250,6030,0,927.0,617.0,5.71959E7,0,0
Cabinet2,8,1,20663981025,0,4460,0,708.0,150.0,1.062E7,0,0
Cabinet2,8,1,20648361066,5670,6020,0,558.0,618.0,3.44844E7,0,0
Cabinet2,8,1,20687051110,6890,0,0,671.0,238.0,1.59698E7,0,0
Cabinet2,8,1,20687051054,13440,3410,0,708.0,258.0,1.82664E7,0,0
Cabinet2,8,1,20687051128,7080,2380,0,211.0,337.0,7110700.0,0,0
