Container length: 24400
Container width: 12200
Boxes Volume: 2.812165E8
Container Volume: 297680000
Utilization: 94.46939666756248

Packed Boxes: 27
format: x y length width
0 0  6010 4580
18620 0  5780 4480
18820 7630  5580 4570
0 8020  5780 4180
0 6740  4260 1280
20140 4480  4260 1280
19830 6550  4570 1080
15340 8730  3480 3470
3990 5970  20410 580
15140 0  3480 3470
0 4580  18410 680
0 5260  17880 680
0 6160  2740 580
5780 7350  1850 4850
6010 0  5780 4180
7630 7950  910 4250
8540 7300  6050 4900
14610 7820  4210 910
14760 8730  580 3470
4260 6670  3080 680
15580 6720  4250 910
15150 3470  3470 580
14560 0  580 4570
13650 0  910 4250
12740 0  910 4250
11830 0  910 4210
7340 6620  7880 680

numOfBlemishes: 0
