BatchNo, BoardNo, Color, Specification, BoardArea, WorkPiecesQty, WorkPiecesArea, Ratio, OddArea
Cabinet1,1,0,24400*12200,2.9768E8,10,2.864678E8,96.23347218489654%,
Cabinet1,2,0,24400*12200,2.9768E8,10,2.852164E8,95.81308787960225%,
Cabinet1,3,0,24400*12200,2.9768E8,8,2.800847E8,94.0891897339425%,
Cabinet1,4,0,24400*12200,2.9768E8,9,2.8739405E8,96.54462846009137%,
Cabinet1,5,0,24400*12200,2.9768E8,6,2.779175E8,93.36115963450685%,
Cabinet1,6,0,24400*12200,2.9768E8,8,2.9342515E8,98.57066312819136%,
Cabinet1,7,0,24400*12200,2.9768E8,4,2.748995E8,92.34731926901371%,
Cabinet1,8,0,24400*12200,2.9768E8,2,2.82149E8,94.7826525127654%,
Cabinet1,9,0,24400*12200,2.9768E8,6,2.795281E8,93.90221042730448%,
Cabinet1,10,0,24400*12200,2.9768E8,5,2.805582E8,94.24825315775328%,
Cabinet1,11,0,24400*12200,2.9768E8,6,2.9005435E8,97.4383062348831%,
Cabinet1,12,0,24400*12200,2.9768E8,9,2.824655E8,94.88897473797367%,
Cabinet1,13,0,24400*12200,2.9768E8,6,2.8733525E8,96.52487570545553%,
Cabinet1,14,0,24400*12200,2.9768E8,8,2.8405525E8,95.42302136522441%,
Cabinet1,15,0,24400*12200,2.9768E8,4,2.795372E8,93.90526740123623%,
Cabinet1,16,0,24400*12200,2.9768E8,10,2.817842E8,94.6601048105348%,
Cabinet1,17,0,24400*12200,2.9768E8,7,2.848583E8,95.69279091642032%,
Cabinet1,18,0,24400*12200,2.9768E8,7,2.763796E8,92.844531040043%,
Cabinet1,19,0,24400*12200,2.9768E8,5,2.7718375E8,93.11467011556033%,
Cabinet1,20,0,24400*12200,2.9768E8,5,2.786949E8,93.62231255038968%,
Cabinet1,21,0,24400*12200,2.9768E8,5,2.811881E8,94.45985622144585%,
Cabinet1,22,0,24400*12200,2.9768E8,2,2.82149E8,94.7826525127654%,
Cabinet1,23,0,24400*12200,2.9768E8,6,2.8026875E8,94.1510178715399%,
Cabinet1,24,0,24400*12200,2.9768E8,6,2.907397E8,97.66853668368718%,
Cabinet1,25,0,24400*12200,2.9768E8,4,2.841871E8,95.46731389411448%,
Cabinet1,26,0,24400*12200,2.9768E8,5,2.786836E8,93.61851652781509%,
Cabinet1,27,0,24400*12200,2.9768E8,9,2.824655E8,94.88897473797367%,
Cabinet1,28,0,24400*12200,2.9768E8,5,2.802883E8,94.15758532652514%,
Cabinet1,29,0,24400*12200,2.9768E8,6,2.788067E8,93.65986965869389%,
Cabinet1,30,0,24400*12200,2.9768E8,6,2.887079E8,96.98599166890621%,
Cabinet1,31,0,24400*12200,2.9768E8,9,2.844527E8,95.55653722117711%,
Cabinet1,32,0,24400*12200,2.9768E8,8,2.800348E8,94.07242676699812%,
Cabinet1,33,0,24400*12200,2.9768E8,4,2.836166E8,95.27566514377857%,
Cabinet1,34,0,24400*12200,2.9768E8,7,2.744619E8,92.20031577532922%,
