BatchNo, BoardNo, Color, Specification, BoardArea, WorkPiecesQty, WorkPiecesArea, Ratio, OddArea
Mixed3,1,0,24400*12200,2.9768E8,5,2.943616E8,98.88524590163935%,
Mixed3,2,0,24400*12200,2.9768E8,2,2.915968E8,97.95646331631282%,
Mixed3,3,0,24400*12200,2.9768E8,9,2.945585E8,98.95139075517334%,
Mixed3,4,0,24400*12200,2.9768E8,8,2.912288E8,97.8328406342381%,
Mixed3,5,0,24400*12200,2.9768E8,11,2.940276E8,98.77304488040849%,
Mixed3,6,0,24400*12200,2.9768E8,11,2.937976E8,98.6957807041118%,
Mixed3,7,0,24400*12200,2.9768E8,11,2.959427363296E8,99.4163989282451%,
Mixed3,8,0,24400*12200,2.9768E8,7,2.92227E8,98.16816715936575%,
Mixed3,9,0,24400*12200,2.9768E8,11,2.954386E8,99.24704380542865%,
Mixed3,10,0,24400*12200,2.9768E8,10,2.93355E8,98.54709755442086%,
Mixed3,11,0,24400*12200,2.9768E8,11,2.947268E8,99.00792797635044%,
Mixed3,12,0,24400*12200,2.9768E8,8,2.910886E8,97.78574307981725%,
Mixed3,13,0,24400*12200,2.9768E8,10,2.967037E8,99.6720303681806%,
Mixed3,14,0,24400*12200,2.9768E8,7,2.950738E8,99.12449610319807%,
Mixed3,15,0,24400*12200,2.9768E8,8,2.947123E8,99.00305697393175%,
Mixed3,16,0,24400*12200,2.9768E8,15,2.957368E8,99.34721848965333%,
Mixed3,17,0,24400*12200,2.9768E8,8,2.923648E8,98.21445847890351%,
Mixed3,18,0,24400*12200,2.9768E8,13,2.9497875E8,99.09256584251546%,
Mixed3,19,0,24400*12200,2.9768E8,9,2.946097E8,98.96859043267939%,
Mixed3,20,0,24400*12200,2.9768E8,15,2.9433695E8,98.87696519752754%,
Mixed3,21,0,24400*12200,2.9768E8,14,2.932876E8,98.52445579145392%,
Mixed3,22,0,24400*12200,2.9768E8,11,2.93595E8,98.62772104273044%,
Mixed3,23,0,24400*12200,2.9768E8,11,2.917664E8,98.01343724805159%,
Mixed3,24,0,24400*12200,2.9768E8,14,2.93366E8,98.55079279763504%,
Mixed3,25,0,24400*12200,2.9768E8,9,2.941761E8,98.82293066380005%,
Mixed3,26,0,24400*12200,2.9768E8,9,2.917674E8,98.0137731792529%,
Mixed3,27,0,24400*12200,2.9768E8,13,2.931252E8,98.46990056436442%,
Mixed3,28,0,24400*12200,2.9768E8,9,2.894988E8,97.25167965600644%,
Mixed3,29,0,24400*12200,2.9768E8,10,2.91158E8,97.80905670518678%,
Mixed3,30,0,24400*12200,2.9768E8,9,2.857688E8,95.99865627519485%,
Mixed3,31,0,24400*12200,2.9768E8,11,2.923036E8,98.19389948938458%,
Mixed3,32,0,24400*12200,2.9768E8,12,2.9365055E8,98.64638202096212%,
Mixed3,33,0,24400*12200,2.9768E8,7,2.92049E8,98.10837140553613%,
Mixed3,34,0,24400*12200,2.9768E8,7,2.880634E8,96.76948400967481%,
Mixed3,35,0,24400*12200,2.9768E8,7,2.872822E8,96.5070545552271%,
Mixed3,36,0,24400*12200,2.9768E8,6,2.842377E8,95.48431201289976%,
Mixed3,37,0,24400*12200,2.9768E8,6,2.707596E8,90.95659768879334%,
Mixed3,38,0,24400*12200,2.9768E8,6,2.539781E8,85.31916823434561%,
Mixed3,39,0,24400*12200,2.9768E8,6,2.222152E8,74.64901908089223%,
