BatchNo, BoardNo, Color, Specification, BoardArea, WorkPiecesQty, WorkPiecesArea, Ratio, OddArea, PriorityQty, OrdinaryQty, PriorityArea, OrdinaryArea
Others2,1,MIXED,24400*12200,2.9768E8,27,2.8747285E8,96.57109983875301%,7,20,1.4720515E8,1.402677E8
Others2,2,1,24400*12200,2.9768E8,13,2.931032E8,98.46251007793605%,13,0,2.931032E8,0.0
Others2,3,1,24400*12200,2.9768E8,12,2.950638E8,99.12113679118518%,12,0,2.950638E8,0.0
Others2,4,1,24400*12200,2.9768E8,7,2.945738E8,98.95653050255306%,7,0,2.945738E8,0.0
Others2,5,1,24400*12200,2.9768E8,12,2.934558E8,98.58095941951088%,12,0,2.934558E8,0.0
Others2,6,1,24400*12200,2.9768E8,15,2.9011435E8,97.4584621069605%,15,0,2.9011435E8,0.0
Others2,7,1,24400*12200,2.9768E8,10,2.933274E8,98.53782585326525%,10,0,2.933274E8,0.0
Others2,8,1,24400*12200,2.9768E8,13,2.9475715E8,99.0181234883096%,13,0,2.9475715E8,0.0
Others2,9,1,24400*12200,2.9768E8,10,2.93277E8,98.52089492072022%,10,0,2.93277E8,0.0
Others2,10,1,24400*12200,2.9768E8,15,2.925848E8,98.28836334318731%,15,0,2.925848E8,0.0
Others2,11,0,24400*12200,2.9768E8,3,2.445121E8,82.1392434829347%,0,3,0.0,2.445121E8
Others2,12,0,24400*12200,2.9768E8,5,2.469438E8,82.95612738511153%,0,5,0.0,2.469438E8
Others2,13,0,24400*12200,2.9768E8,4,1.985532E8,66.70021499596882%,0,4,0.0,1.985532E8
Others2,14,0,24400*12200,2.9768E8,6,2.504398E8,84.13054286482128%,0,6,0.0,2.504398E8
Others2,15,0,24400*12200,2.9768E8,1,7.03308E7,23.62631013168503%,0,1,0.0,7.03308E7
Others2,16,0,24400*12200,2.9768E8,11,2.789343E8,93.7027344799785%,0,11,0.0,2.789343E8
