Container length: 24400
Container width: 12200
Boxes Volume: 2.767614E8
Container Volume: 297680000
Utilization: 92.97278957269552

Packed Boxes: 33
format: x y length width
0 0  15720 3265
1120 11420  23280 780
17185 0  7215 4840
0 3480  880 8720
8680 10540  15720 880
8680 9660  15720 880
880 10240  7190 1180
1120 9180  23280 480
1120 8700  23280 480
17210 7520  7190 1180
880 3265  8720 880
880 7570  5000 1130
18600 6590  5800 930
20320 4840  4080 1130
880 4145  4080 1130
880 6570  4080 1000
880 5275  2580 1180
16005 0  1180 2580
3460 5275  3140 910
17180 4840  3140 910
4960 4145  3140 910
5880 7790  2580 910
4960 6690  2600 880
16300 2580  880 2600
11600 5810  8720 780
13196 6640  5404 880
8790 7920  8420 780
10896 3265  5404 880
6600 5055  4000 1550
7560 6910  5403 880
12630 4145  3670 750
8100 4145  3670 750
10896 4895  5404 880

numOfBlemishes: 0
