BatchNo, BoardNo, Color, Specification, BoardArea, WorkPiecesQty, WorkPiecesArea, Ratio, OddArea, PriorityQty, OrdinaryQty, PriorityArea, OrdinaryArea
Mixed3,1,1,24400*12200,2.9768E8,14,2.9466305E8,98.9865123622682%,14,0,2.9466305E8,0.0
Mixed3,2,MIXED,24400*12200,2.9768E8,22,2.939435E8,98.74479306638%,6,16,1.581268E8,1.358167E8
Mixed3,3,1,24400*12200,2.9768E8,9,2.929903E8,98.42458344531039%,9,0,2.929903E8,0.0
Mixed3,4,1,24400*12200,2.9768E8,13,2.956467E8,99.3169510884171%,13,0,2.956467E8,0.0
Mixed3,5,1,24400*12200,2.9768E8,13,2.953036E8,99.20169309325449%,13,0,2.953036E8,0.0
Mixed3,6,1,24400*12200,2.9768E8,10,2.939361E8,98.74230717549045%,10,0,2.939361E8,0.0
Mixed3,7,1,24400*12200,2.9768E8,12,2.9407875E8,98.79022776135447%,12,0,2.9407875E8,0.0
Mixed3,8,1,24400*12200,2.9768E8,12,2.8975195E8,97.336720639613%,12,0,2.8975195E8,0.0
Mixed3,9,1,24400*12200,2.9768E8,16,2.950349E8,99.11142837946788%,16,0,2.950349E8,0.0
Mixed3,10,1,24400*12200,2.9768E8,7,2.955369E8,99.28006584251546%,7,0,2.955369E8,0.0
Mixed3,11,1,24400*12200,2.9768E8,10,2.9574925E8,99.35140083310938%,10,0,2.9574925E8,0.0
Mixed3,12,1,24400*12200,2.9768E8,5,2.925227E8,98.26750201558721%,5,0,2.925227E8,0.0
Mixed3,13,1,24400*12200,2.9768E8,10,2.960258E8,99.44430260682613%,10,0,2.960258E8,0.0
Mixed3,14,1,24400*12200,2.9768E8,13,2.937105424E8,98.66653533996235%,13,0,2.937105424E8,0.0
Mixed3,15,1,24400*12200,2.9768E8,7,2.949938E8,99.09762160709487%,7,0,2.949938E8,0.0
Mixed3,16,1,24400*12200,2.9768E8,7,2.96101E8,99.46956463316312%,7,0,2.96101E8,0.0
Mixed3,17,1,24400*12200,2.9768E8,11,2.9431245E8,98.86873488309595%,11,0,2.9431245E8,0.0
Mixed3,18,1,24400*12200,2.9768E8,8,2.942638E8,98.85239183015318%,8,0,2.942638E8,0.0
Mixed3,19,1,24400*12200,2.9768E8,7,2.962074E8,99.50530771298038%,7,0,2.962074E8,0.0
Mixed3,20,1,24400*12200,2.9768E8,9,2.9514055E8,99.14691951088416%,9,0,2.9514055E8,0.0
Mixed3,21,1,24400*12200,2.9768E8,9,2.934174E8,98.56805966138135%,9,0,2.934174E8,0.0
Mixed3,22,0,24400*12200,2.9768E8,9,2.918396E8,98.03802741198602%,0,9,0.0,2.918396E8
Mixed3,23,0,24400*12200,2.9768E8,2,2.915968E8,97.95646331631282%,0,2,0.0,2.915968E8
Mixed3,24,0,24400*12200,2.9768E8,6,2.932003E8,98.4951289975813%,0,6,0.0,2.932003E8
Mixed3,25,0,24400*12200,2.9768E8,10,2.955908E8,99.29817253426498%,0,10,0.0,2.955908E8
Mixed3,26,0,24400*12200,2.9768E8,7,2.954104E8,99.23757054555227%,0,7,0.0,2.954104E8
Mixed3,27,0,24400*12200,2.9768E8,8,2.929767E8,98.42001478097285%,0,8,0.0,2.929767E8
Mixed3,28,0,24400*12200,2.9768E8,11,2.920535E8,98.10988309594195%,0,11,0.0,2.920535E8
Mixed3,29,0,24400*12200,2.9768E8,7,2.938344E8,98.70814297231928%,0,7,0.0,2.938344E8
Mixed3,30,0,24400*12200,2.9768E8,9,2.8943025E8,97.22865157215803%,0,9,0.0,2.8943025E8
Mixed3,31,0,24400*12200,2.9768E8,8,2.936353E8,98.64125907014244%,0,8,0.0,2.936353E8
Mixed3,32,0,24400*12200,2.9768E8,11,2.889427E8,97.06486831496909%,0,11,0.0,2.889427E8
Mixed3,33,0,24400*12200,2.9768E8,12,2.89892E8,97.38376780435367%,0,12,0.0,2.89892E8
Mixed3,34,0,24400*12200,2.9768E8,7,2.901936E8,97.48508465466273%,0,7,0.0,2.901936E8
Mixed3,35,0,24400*12200,2.9768E8,9,2.930259E8,98.43654259607632%,0,9,0.0,2.930259E8
Mixed3,36,0,24400*12200,2.9768E8,8,1.177185E8,39.54531711905402%,0,8,0.0,1.177185E8
Mixed3,37,0,24400*12200,2.9768E8,6,2.956965E8,99.33368046224133%,0,6,0.0,2.956965E8
Mixed3,38,0,24400*12200,2.9768E8,11,2.930574E8,98.44712442891695%,0,11,0.0,2.930574E8
Mixed3,39,0,24400*12200,2.9768E8,10,2.9177E8,98.01464660037624%,0,10,0.0,2.9177E8
