Container length: 24400
Container width: 12200
Boxes Volume: 2.910042E8
Container Volume: 297680000
Utilization: 97.75739048642838

Packed Boxes: 18
format: x y length width
0 0  5280 6460
0 7620  6010 4580
0 7040  18410 580
0 6460  12020 580
5280 0  4570 5880
6010 7620  6010 4580
9850 0  6460 5280
5280 5880  5780 580
12020 7630  5880 4570
9850 5280  11040 580
16310 0  6460 5280
11060 5880  6460 580
12020 6460  6010 580
17900 8020  5780 4180
18410 7440  4570 580
22770 0  1580 6010
18410 6160  4260 1280
23680 6190  580 6010

numOfBlemishes: 0
