Container length: 24400
Container width: 12200
Boxes Volume: 2.86458786E8
Container Volume: 297680000
Utilization: 96.23044410104809

Packed Boxes: 23
format: x y length width
0 0  13850 2120
18440 6540  5960 5660
0 7730  5880 4470
19365 0  5035 4360
0 2120  10720 1995
0 4115  6120 3380
17970 4360  6430 1880
16170 0  3195 3120
5880 10470  5660 1730
14700 10720  3740 1480
14700 9240  3740 1480
6120 4115  1320 4795
7440 4115  8420 3380
7440 7495  4080 1080
11540 7495  2256 4580
15860 3120  2092 4600
10720 2120  3180 1995
5880 8910  4080 1480
13900 0  1480 4080
13796 7720  4080 1480
9960 8575  1250 1650
13796 9200  880 2300
15380 0  780 3120

numOfBlemishes: 0
