Container length: 24400
Container width: 12200
Boxes Volume: 1.958278E8
Container Volume: 297680000
Utilization: 65.78466809997312

Packed Boxes: 19
format: x y length width
0 0  5880 4470
0 7840  5035 4360
0 5845  10720 1995
0 4470  6430 1080
5035 9620  8060 2580
5880 0  5380 3120
5035 8140  4080 1480
5880 3120  4380 1080
6430 4200  4080 1480
11260 0  6430 1880
9115 8140  3740 1480
13095 9080  3380 3120
11260 1880  3740 1480
10510 3360  3740 1480
10720 6660  3740 1480
10720 4840  3740 1480
16475 10720  3740 1480
15000 1880  2180 2120
14460 8000  4080 1080

numOfBlemishes: 0
