BatchNo, BoardNo, Color, UPI, X, Y, R, L, W, Area, Type, SubCode
Mixed2,1,1,000187001,0,0,0,2248.0,258.0,5.79984E7,0,0
Mixed2,1,1,000184004+000188034+000187005,15920,4630,0,848.0,757.0,6.41936E7,0,0
Mixed2,1,1,000188079,0,6325,0,855.0,587.5,5.023125E7,0,0
Mixed2,1,1,000188035,22570,0,90,458.0,183.0,8381400.0,0,0
Mixed2,1,1,000184026,0,2580,0,792.0,367.5,2.9106E7,0,0
Mixed2,1,1,000187031,14720,2580,0,785.0,108.0,8478000.0,0,0
Mixed2,1,1,000188054,15980,3660,0,659.0,88.0,5799200.0,0,0
Mixed2,1,1,000194027,10545,8350,90,385.0,537.5,2.069375E7,0,0
Mixed2,1,1,000194044,8550,7120,90,508.0,148.0,7518400.0,0,0
Mixed2,1,1,000188056,7920,2580,0,659.0,358.0,2.35922E7,0,0
Mixed2,1,1,000188129,14640,3660,90,434.0,128.0,5555200.0,0,0
Mixed2,1,1,000188130,10300,7070,0,434.0,128.0,5555200.0,0,0
Mixed2,1,1,000184095,8550,6190,0,572.0,88.0,5033600.0,0,0
Mixed2,2,1,000188050,0,0,0,2208.0,308.0,6.80064E7,0,0
Mixed2,2,1,000184066,5830,7120,0,1857.0,508.0,9.43356E7,0,0
Mixed2,2,1,000189012,0,3980,0,422.0,822.0,3.46884E7,0,0
Mixed2,2,1,000193049,22120,0,90,509.0,228.0,1.16052E7,0,0
Mixed2,2,1,000192001,0,3080,0,1152.0,88.0,1.01376E7,0,0
Mixed2,2,1,000194008,4220,7070,90,513.0,158.0,8105400.0,0,0
Mixed2,2,1,000188094,9480,5540,0,1492.0,158.0,2.35736E7,0,0
Mixed2,2,1,000193054,17030,3080,0,509.0,228.0,1.16052E7,0,0
Mixed2,2,1,000194072,4220,3960,0,376.0,148.0,5564800.0,0,0
Mixed2,2,1,000194042,4220,5590,0,367.0,148.0,5431600.0,0,0
Mixed2,2,1,000193059,11940,3080,0,509.0,228.0,1.16052E7,0,0
Mixed2,2,1,000194046,7980,3960,0,367.0,148.0,5431600.0,0,0
Mixed2,2,1,000194011,7890,5477,0,158.0,164.33,2596414.0000000005,0,0
Mixed2,3,1,000188062,17810,0,0,659.0,307.5,2.026425E7,0,0
Mixed2,3,1,000184067,5830,7120,0,1857.0,508.0,9.43356E7,0,0
Mixed2,3,1,000188018,19320,3075,0,508.0,388.0,1.97104E7,0,0
Mixed2,3,1,000192013,6290,0,0,1152.0,337.0,3.88224E7,0,0
Mixed2,3,1,000194076,17840,3075,90,376.0,148.0,5564800.0,0,0
Mixed2,3,1,000184021,9920,3370,0,792.0,368.0,2.91456E7,0,0
Mixed2,3,1,000192021,6560,3370,90,375.0,336.0,1.26E7,0,0
Mixed2,3,1,000188063,3215,0,90,659.0,307.5,2.026425E7,0,0
Mixed2,3,1,000184097,110,6625,0,572.0,557.5,3.1889E7,0,0
Mixed2,3,1,000188064,140,0,90,659.0,307.5,2.026425E7,0,0
Mixed2,4,1,000189002+000188077+000188082,12750,0,90,697.5,1165.0,8.125875E7,0,0
Mixed2,4,1,000184052,5180,7120,0,1922.0,508.0,9.76376E7,0,0
Mixed2,4,1,000184093,7030,0,0,572.0,558.0,3.19176E7,0,0
Mixed2,4,1,000194045,7670,5640,0,508.0,148.0,7518400.0,0,0
Mixed2,4,1,000193008,3130,0,90,581.0,390.0,2.2659E7,0,0
Mixed2,4,1,000184068,110,7320,90,488.0,507.0,2.47416E7,0,0
Mixed2,4,1,000193051,60,0,90,595.0,307.0,1.82665E7,0,0
Mixed2,4,1,000184016,4700,5840,0,297.0,128.0,3801600.0,0,0
Mixed2,4,1,000188124,450,6040,0,425.0,128.0,5440000.0,0,0
Mixed2,5,1,000188095,0,0,0,1492.0,337.5,5.0355E7,0,0
Mixed2,5,1,000184070,19330,5130,90,707.0,507.0,3.58449E7,0,0
Mixed2,5,1,000193004,0,8300,0,1222.0,390.0,4.7658E7,0,0
Mixed2,5,1,000184022,16480,0,0,792.0,508.0,4.02336E7,0,0
Mixed2,5,1,000192002,0,3375,0,1152.0,338.0,3.89376E7,0,0
Mixed2,5,1,000194049,0,6820,0,508.0,148.0,7518400.0,0,0
Mixed2,5,1,000194024,13950,7370,90,483.0,538.0,2.59854E7,0,0
Mixed2,5,1,000194050,15000,0,90,508.0,148.0,7518400.0,0,0
Mixed2,5,1,000194054,5080,6820,0,508.0,148.0,7518400.0,0,0
Mixed2,5,1,000193047,14750,5090,0,458.0,228.0,1.04424E7,0,0
Mixed2,5,1,000194052,12470,8450,90,375.0,148.0,5550000.0,0,0
Mixed2,5,1,000188097,11625,3375,90,161.0,337.5,5433750.0,0,0
Mixed2,5,1,000194056,10160,6820,0,375.0,148.0,5550000.0,0,0
Mixed2,5,1,000188037,11650,4985,0,310.0,183.0,5673000.0,0,0
Mixed2,6,1,000188099,0,0,0,751.0,337.5,2.534625E7,0,0
Mixed2,6,1,000187038,5630,7120,0,1877.0,508.0,9.53516E7,0,0
Mixed2,6,1,000188096,9480,0,0,1492.0,337.5,5.0355E7,0,0
Mixed2,6,1,000184094,0,6480,90,572.0,558.0,3.19176E7,0,0
Mixed2,6,1,000193056,0,3375,0,595.0,307.0,1.82665E7,0,0
Mixed2,6,1,000184019,7220,3375,0,1718.0,368.0,6.32224E7,0,0
Mixed2,6,1,000188039,7510,0,90,310.0,183.0,5673000.0,0,0
Mixed2,6,1,000188032,5950,3375,90,372.0,88.0,3273600.0,0,0
Mixed2,7,1,000184098,0,0,90,572.0,557.5,3.1889E7,0,0
Mixed2,7,1,000188009,18525,0,90,846.0,587.5,4.97025E7,0,0
Mixed2,7,1,000188113,0,8825,0,1492.0,337.5,5.0355E7,0,0
Mixed2,7,1,000184027,16480,8525,0,792.0,367.5,2.9106E7,0,0
Mixed2,7,1,000188143,0,5805,90,302.0,217.5,6568500.0,0,0
Mixed2,7,1,000188052,2175,5745,0,659.0,308.0,2.02972E7,0,0
Mixed2,7,1,000184099,5575,0,0,572.0,557.5,3.1889E7,0,0
Mixed2,7,1,000188003,12645,0,90,846.0,588.0,4.97448E7,0,0
Mixed2,7,1,000194077,15000,8530,90,367.0,148.0,5431600.0,0,0
Mixed2,7,1,000184040,11295,0,90,279.0,128.0,3571200.0,0,0
Mixed2,7,1,000184010,8765,5665,90,316.0,387.5,1.2245E7,0,0
Mixed2,7,1,000184041,11295,2790,90,279.0,128.0,3571200.0,0,0
Mixed2,8,1,000193031,0,0,0,2332.0,488.0,1.138016E8,0,0
Mixed2,8,1,000192005,220,8820,0,2418.0,338.0,8.17284E7,0,0
Mixed2,8,1,000188085,23320,0,90,855.0,108.0,9234000.0,0,0
Mixed2,8,1,000184001,0,4940,0,740.0,388.0,2.8712E7,0,0
Mixed2,8,1,000184009,15400,4945,0,792.0,387.5,3.069E7,0,0
Mixed2,8,1,000184003,7400,4940,0,792.0,388.0,3.07296E7,0,0
Mixed2,9,1,000184100,0,0,0,572.0,557.5,3.1889E7,0,0
