Container length: 24400
Container width: 12200
Boxes Volume: 2.809285E8
Container Volume: 297680000
Utilization: 94.37264848159097

Packed Boxes: 36
format: x y length width
0 0  10720 1995
16340 9620  8060 2580
0 10020  7830 2180
18280 0  6120 2480
0 1995  6430 2180
0 7940  6120 2080
17970 2480  6430 1880
18740 7540  5660 2080
0 4175  8820 780
0 6620  4795 1320
20320 4360  4080 1480
20660 6060  3740 1480
0 4955  3740 1480
14540 0  3740 1480
11850 1480  6430 780
7830 10720  3740 1480
12600 10720  3740 1480
15000 8140  3740 1480
6120 8540  3740 1480
16920 6060  3740 1480
6430 1995  2760 1930
15850 4360  4470 780
11540 2260  6430 1880
3740 4955  8700 880
4795 6690  1650 1250
14020 5140  6300 880
3740 5840  9130 780
9910 9940  6430 780
11420 0  3120 780
6445 6660  6430 1880
9190 1995  2180 2120
14800 6145  2120 1995
10205 8620  4795 1320
9060 4140  6790 780
13920 6320  880 2300
13040 6320  880 2300

numOfBlemishes: 0
