Container length: 24400
Container width: 12200
Boxes Volume: 2.93595E8
Container Volume: 297680000
Utilization: 98.62772104273044

Packed Boxes: 11
format: x y length width
0 0  14420 4180
0 8300  15280 3900
0 4400  15280 3900
14420 0  5480 4080
15280 7980  4400 4220
15280 4080  4880 3900
19680 8300  4720 3900
19900 0  3400 3600
23300 0  1080 3580
20160 3600  4180 2820
20160 6425  4200 1875

numOfBlemishes: 0
