Container length: 24400
Container width: 12200
Boxes Volume: 2.917664E8
Container Volume: 297680000
Utilization: 98.01343724805159

Packed Boxes: 11
format: x y length width
0 0  4220 4200
0 8300  15280 3900
0 4400  14920 3900
4220 0  3900 4380
8120 0  15280 3900
15280 7820  3900 4380
14920 3900  4880 3900
19180 7980  5080 4220
23400 0  880 3900
19800 3900  2280 4080
22080 3900  2280 4080

numOfBlemishes: 0
