Container length: 24400
Container width: 12200
Boxes Volume: 2.91158E8
Container Volume: 297680000
Utilization: 97.80905670518678

Packed Boxes: 10
format: x y length width
0 0  12600 11820
12600 0  4195 3750
12600 7690  3900 4510
12600 3750  4280 3900
16500 8325  7810 3875
16795 0  5275 3720
16880 3720  3900 4510
22070 0  2280 3690
20780 3720  3580 2280
20780 6045  3580 2280

numOfBlemishes: 0
