Container length: 24400
Container width: 12200
Boxes Volume: 2.959427363296E8
Container Volume: 297680000
Utilization: 99.4163989282451

Packed Boxes: 11
format: x y length width
0 0  1900 3294
0 5280  21220 6920
1900 0  20360 4280
0 3294  1880 1880
1880 4280  18680 980
21220 8510  2280 3690
22260 0  2080 4200
23500 8300  880 3900
20560 4280  2900 580
21220 4930  2280 3580
23500 4400  880 3900

numOfBlemishes: 0
