Container length: 24400
Container width: 12200
Boxes Volume: 2.954386E8
Container Volume: 297680000
Utilization: 99.24704380542865

Packed Boxes: 11
format: x y length width
0 0  4080 4480
0 8420  21080 3780
0 4640  21240 3780
4080 0  18320 3720
4080 3720  19320 880
21080 8510  2280 3690
22400 0  1080 3580
23360 8300  930 3900
23480 0  880 4720
21240 4610  2080 3900
23320 4720  1080 3580

numOfBlemishes: 0
