BatchNo, BoardNo, Color, Specification, BoardArea, WorkPiecesQty, WorkPiecesArea, Ratio, OddArea
Cabinet1,1,0,24400*12200,2.9768E8,6,2.806893E8,94.2922937382424%,
Cabinet1,2,0,24400*12200,2.9768E8,8,2.808788E8,94.35595270088687%,
Cabinet1,3,0,24400*12200,2.9768E8,7,2.860591E8,96.09617710292933%,
Cabinet1,4,0,24400*12200,2.9768E8,8,2.8679755E8,96.3442454985219%,
Cabinet1,5,0,24400*12200,2.9768E8,8,2.737327E8,91.95535474334856%,
Cabinet1,6,0,24400*12200,2.9768E8,9,2.841877E8,95.46751545283526%,
Cabinet1,7,0,24400*12200,2.9768E8,4,2.779539E8,93.37338753023381%,
Cabinet1,8,0,24400*12200,2.9768E8,5,2.767203E8,92.9589828003225%,
Cabinet1,9,0,24400*12200,2.9768E8,9,2.8867025E8,96.97334385917765%,
Cabinet1,10,0,24400*12200,2.9768E8,6,2.8026875E8,94.1510178715399%,
Cabinet1,11,0,24400*12200,2.9768E8,5,2.758347E8,92.6614821284601%,
Cabinet1,12,0,24400*12200,2.9768E8,7,2.7670575E8,92.95409500134372%,
Cabinet1,13,0,24400*12200,2.9768E8,8,2.858307E8,96.01945041655469%,
Cabinet1,14,0,24400*12200,2.9768E8,8,2.7522345E8,92.45614418167159%,
Cabinet1,15,0,24400*12200,2.9768E8,7,2.751912E8,92.44531040042999%,
Cabinet1,16,0,24400*12200,2.9768E8,4,2.7996505E8,94.04899556570814%,
Cabinet1,17,0,24400*12200,2.9768E8,5,2.762637E8,92.80559661381349%,
Cabinet1,18,0,24400*12200,2.9768E8,7,2.854344E8,95.88632088148348%,
Cabinet1,19,0,24400*12200,2.9768E8,6,2.834479E8,95.21899355012093%,
Cabinet1,20,0,24400*12200,2.9768E8,8,2.7804945E8,93.40548575651707%,
Cabinet1,21,0,24400*12200,2.9768E8,6,2.872121E8,96.48350577801666%,
Cabinet1,22,0,24400*12200,2.9768E8,6,2.816154E8,94.60339962375706%,
Cabinet1,23,0,24400*12200,2.9768E8,8,2.891773E8,97.14367777479173%,
Cabinet1,24,0,24400*12200,2.9768E8,5,2.76842E8,92.9998656275195%,
Cabinet1,25,0,24400*12200,2.9768E8,10,2.8685885E8,96.36483808116098%,
Cabinet1,26,0,24400*12200,2.9768E8,9,2.806398E8,94.27566514377857%,
Cabinet1,27,0,24400*12200,2.9768E8,10,2.826401E8,94.9476283257189%,
Cabinet1,28,0,24400*12200,2.9768E8,8,2.8405525E8,95.42302136522441%,
Cabinet1,29,0,24400*12200,2.9768E8,7,2.8643715E8,96.223175893577%,
Cabinet1,30,0,24400*12200,2.9768E8,7,2.809514E8,94.3803413061005%,
Cabinet1,31,0,24400*12200,2.9768E8,5,2.8035365E8,94.17953843052943%,
Cabinet1,32,0,24400*12200,2.9768E8,6,2.783797E8,93.51642703574308%,
Cabinet1,33,0,24400*12200,2.9768E8,8,2.8863095E8,96.96014176296694%,
Cabinet1,34,0,24400*12200,2.9768E8,9,2.76186E8,92.77949475947327%,
Cabinet1,35,0,24400*12200,2.9768E8,6,2.834468E8,95.21862402579951%,
Cabinet1,36,0,24400*12200,2.9768E8,9,2.823443E8,94.84825987637731%,
Cabinet1,37,0,24400*12200,2.9768E8,4,2.713595E8,91.1581228164472%,
Cabinet1,38,0,24400*12200,2.9768E8,11,2.781742E8,93.44739317387798%,
Cabinet1,39,0,24400*12200,2.9768E8,4,2.757254E8,92.62476484815909%,
Cabinet1,40,0,24400*12200,2.9768E8,8,2.7865775E8,93.60983270626176%,
Cabinet1,41,0,24400*12200,2.9768E8,5,2.786949E8,93.62231255038968%,
Cabinet1,42,0,24400*12200,2.9768E8,2,2.82149E8,94.7826525127654%,
Cabinet1,43,0,24400*12200,2.9768E8,9,2.905121E8,97.59207874227359%,
Cabinet1,44,0,24400*12200,2.9768E8,4,2.836166E8,95.27566514377857%,
