Container length: 24400
Container width: 12200
Boxes Volume: 2.925154E8
Container Volume: 297680000
Utilization: 98.2650497178178

Packed Boxes: 9
format: x y length width
0 0  8720 880
0 6620  9100 5580
0 880  7280 5580
7280 880  9720 5570
8720 0  9720 880
9100 6620  5880 5580
14980 6650  9420 5550
17000 880  7280 5580
18440 0  5720 880

numOfBlemishes: 0
