BatchNo, BoardNo, Color, Specification, BoardArea, WorkPiecesQty, WorkPiecesArea, Ratio, OddArea
Closet3,1,0,24400*12200,2.9768E8,11,2.9213065E8,98.13580018812148%,
Closet3,2,0,24400*12200,2.9768E8,9,2.8805872E8,96.76791185165278%,
Closet3,3,0,24400*12200,2.9768E8,10,2.9217492E8,98.15067186240258%,
Closet3,4,0,24400*12200,2.9768E8,17,2.5209936E8,84.68804084923407%,
Closet3,5,1,24400*12200,2.9768E8,17,2.393124E8,80.39250201558721%,
Closet3,6,1,24400*12200,2.9768E8,7,2.9384E8,98.7100241870465%,
Closet3,7,1,24400*12200,2.9768E8,9,2.94040325E8,98.7773196049449%,
Closet3,8,1,24400*12200,2.9768E8,12,2.928144E8,98.36549314700349%,
Closet3,9,1,24400*12200,2.9768E8,18,2.888553E8,97.03550792797634%,
Closet3,10,1,24400*12200,2.9768E8,14,2.916471072E8,97.97336307444236%,
