BatchNo, BoardNo, Color, Specification, BoardArea, WorkPiecesQty, WorkPiecesArea, Ratio, OddArea
Mixed1,1,0,24400*12200,2.9768E8,7,2.917148E8,97.99610319806503%,
Mixed1,2,0,24400*12200,2.9768E8,9,2.925154E8,98.2650497178178%,
Mixed1,3,0,24400*12200,2.9768E8,8,2.871982E8,96.47883633431873%,
Mixed1,4,0,24400*12200,2.9768E8,7,2.869912E8,96.4092985756517%,
Mixed1,5,0,24400*12200,2.9768E8,7,2.926286E8,98.30307712980382%,
Mixed1,6,0,24400*12200,2.9768E8,10,2.943934E8,98.89592851384037%,
Mixed1,7,0,24400*12200,2.9768E8,6,2.900112E8,97.42381080354744%,
Mixed1,8,0,24400*12200,2.9768E8,10,2.908981E8,97.72174818597152%,
Mixed1,9,0,24400*12200,2.9768E8,7,2.878694E8,96.70431335662457%,
Mixed1,10,0,24400*12200,2.9768E8,7,2.913595E8,97.87674684224672%,
Mixed1,11,0,24400*12200,2.9768E8,10,2.889114E8,97.05435366836873%,
Mixed1,12,0,24400*12200,2.9768E8,8,2.890176E8,97.09002956194573%,
Mixed1,13,0,24400*12200,2.9768E8,9,2.903418E8,97.53486965869389%,
Mixed1,14,0,24400*12200,2.9768E8,8,2.88431984E8,96.89330287557108%,
Mixed1,15,0,24400*12200,2.9768E8,2,3.89569E7,13.086838215533458%,
Mixed1,16,0,24400*12200,2.9768E8,9,2.890436E8,97.09876377317924%,
Mixed1,17,0,24400*12200,2.9768E8,7,2.888833E8,97.04491400161247%,
Mixed1,18,0,24400*12200,2.9768E8,10,2.93533E8,98.60689330825048%,
Mixed1,19,0,24400*12200,2.9768E8,8,2.759605E8,92.70374227358236%,
Mixed1,20,0,24400*12200,2.9768E8,6,2.875472E8,96.59607632356892%,
Mixed1,21,0,24400*12200,2.9768E8,9,2.924533E8,98.24418839021769%,
Mixed1,22,0,24400*12200,2.9768E8,10,2.9338976E8,98.5587745229777%,
Mixed1,23,0,24400*12200,2.9768E8,6,2.897494E8,97.33586401504972%,
Mixed1,24,0,24400*12200,2.9768E8,10,2.882E8,96.81537221177103%,
Mixed1,25,0,24400*12200,2.9768E8,7,2.871726E8,96.4702364955657%,
Mixed1,26,0,24400*12200,2.9768E8,10,2.908224E8,97.69631819403386%,
Mixed1,27,0,24400*12200,2.9768E8,7,2.894201E8,97.22524187046493%,
Mixed1,28,0,24400*12200,2.9768E8,8,2.87522916E8,96.58791857027681%,
Mixed1,29,0,24400*12200,2.9768E8,8,2.92301E8,98.19302606826122%,
Mixed1,30,0,24400*12200,2.9768E8,8,2.906987E8,97.6547635044343%,
Mixed1,31,0,24400*12200,2.9768E8,9,2.840396E8,95.41776404192422%,
Mixed1,32,0,24400*12200,2.9768E8,6,2.852665E8,95.82991803278688%,
Mixed1,33,0,24400*12200,2.9768E8,9,2.755574E8,92.56832840634239%,
Mixed1,34,0,24400*12200,2.9768E8,9,2.911822E8,97.817186240258%,
Mixed1,35,0,24400*12200,2.9768E8,6,2.902915E8,97.51797231926902%,
