Container length: 24400
Container width: 12200
Boxes Volume: 2.922688E8
Container Volume: 297680000
Utilization: 98.18220908357968

Packed Boxes: 18
format: x y length width
0 0  2790 9000
0 9210  12400 2990
2790 0  4080 9000
6870 0  10470 2990
6870 2990  5830 5140
6870 8200  5550 1010
12400 9210  10230 2990
12420 8200  5550 1010
12700 2990  5830 5140
17340 0  6920 2990
17970 8200  5550 1010
18530 2990  5750 1400
18530 6800  5750 1400
22630 10810  580 1390
18530 4390  5750 1400
23210 9310  580 2890
23790 9110  580 3090
18530 5790  5550 1010

numOfBlemishes: 0
