BatchNo, BoardNo, Color, Specification, BoardArea, WorkPiecesQty, WorkPiecesArea, Ratio, OddArea
Closet3,1,0,24400*12200,2.9768E8,11,2.9213065E8,98.13580018812148%,
Closet3,2,0,24400*12200,2.9768E8,9,2.8805872E8,96.76791185165278%,
Closet3,3,0,24400*12200,2.9768E8,10,2.9217492E8,98.15067186240258%,
Closet3,4,0,24400*12200,2.9768E8,17,2.5209936E8,84.68804084923407%,
Closet3,5,1,24400*12200,2.9768E8,9,2.920341E8,98.10336603063693%,
Closet3,6,1,24400*12200,2.9768E8,15,2.35014775E8,78.94879568664338%,
Closet3,7,1,24400*12200,2.9768E8,17,2.906758E8,97.64707067992475%,
Closet3,8,1,24400*12200,2.9768E8,15,2.9281865E8,98.36692085460898%,
Closet3,9,1,24400*12200,2.9768E8,13,2.949805E8,99.0931537221177%,
Closet3,10,1,24400*12200,2.9768E8,9,2.922674E8,98.18173877989787%,
