Container length: 24400
Container width: 12200
Boxes Volume: 2.9483165E8
Container Volume: 297680000
Utilization: 99.04315036280569

Packed Boxes: 22
format: x y length width
0 0  8720 4620
8720 0  1360 3980
0 4620  5300 4870
10080 0  9420 9600
0 9600  5020 2120
19500 0  4870 5260
5020 9600  5020 2120
10040 9600  5020 2120
19500 5260  4870 5580
5300 4620  3980 1360
5300 5980  3920 780
5300 6760  3920 780
15060 10840  9320 680
0 11720  5230 480
5300 7540  3980 1360
5230 11720  5230 480
10460 11720  4890 480
15350 11520  3920 680
15060 9600  4140 1150
9280 3980  785 5250
19270 11520  4870 680
5300 8900  3920 680

numOfBlemishes: 0
