Container length: 24400
Container width: 12200
Boxes Volume: 2.3360686E8
Container Volume: 297680000
Utilization: 78.4758331093792

Packed Boxes: 23
format: x y length width
0 0  4062 2940
0 8138  2940 4062
2940 11240  3378 960
0 2940  4500 1140
2940 8300  8172 2940
0 6998  4500 1140
4062 0  4500 1100
0 4080  5140 1080
0 5160  4500 1300
4062 1100  4500 1100
6318 11240  3378 960
4500 2200  3378 960
5140 3160  4500 1300
4500 5560  5642 2740
8562 0  5642 2740
5140 4460  3378 960
11112 11120  11450 1080
11112 6530  7750 4590
9640 2740  5642 2740
14204 0  5642 2740
15282 2740  5642 2740
19846 0  4500 1100
18862 6620  1140 4500

numOfBlemishes: 0
