Container length: 24400
Container width: 12200
Boxes Volume: 2.766383472E8
Container Volume: 297680000
Utilization: 92.93145229776941

Packed Boxes: 20
format: x y length width
0 0  8780 750
23220 8120  1180 4080
0 6796  4700 5404
15680 0  8720 880
0 750  5404 4700
16480 880  7920 3255
18220 11020  5000 1180
20949 5220  2271 5800
15329 6450  5620 4570
4700 6796  4700 5404
5404 750  4565 5620
10277 0  5403 4700
10764 6580  4565 5620
23650 4450  750 3670
19980 4135  3670 750
0 5916  5404 880
16949 4885  4000 1550
15700 880  780 5440
9400 6796  880 5404
10110 4700  5590 1550

numOfBlemishes: 0
