Container length: 24400
Container width: 12200
Boxes Volume: 2.920892E8
Container Volume: 297680000
Utilization: 98.121875839828

Packed Boxes: 16
format: x y length width
0 0  23280 780
23220 5010  1180 7190
0 6120  15720 6080
23400 0  1000 5000
0 780  16080 930
20645 4580  2575 7620
0 1710  15720 3270
19320 780  4080 1000
15780 1780  7620 2770
19465 9620  1180 2580
18335 7200  1130 5000
0 4980  15720 880
16180 780  3140 910
15760 4580  2575 7620
19515 4620  1130 5000
18335 4550  1180 2580

numOfBlemishes: 0
