Container length: 24400
Container width: 12200
Boxes Volume: 2.9130562E8
Container Volume: 297680000
Utilization: 97.8586468691212

Packed Boxes: 18
format: x y length width
0 0  17180 880
15940 6320  8460 5880
0 6320  7330 5880
20711 0  3689 3085
0 880  3720 880
0 1760  15120 1080
0 2840  15220 580
20490 3085  3910 3075
0 3420  15480 580
17331 0  3380 2180
0 4000  14920 2180
3720 880  13420 880
15321 2180  5390 880
15538 3060  4952 3085
7330 7300  1600 4900
10560 7370  5380 4830
8930 7300  1600 4900
7330 6220  8460 1080

numOfBlemishes: 0
