Container length: 24400
Container width: 12200
Boxes Volume: 2.894959635E8
Container Volume: 297680000
Utilization: 97.250726787154

Packed Boxes: 28
format: x y length width
0 0  5720 5575
16680 0  7720 3370
16990 8825  7410 3375
0 7320  5070 4880
18820 3370  5580 3770
21530 7545  2870 1280
0 5620  5180 1700
5070 9125  6590 3075
5720 0  4580 2280
18660 7545  2870 1280
12410 9920  4580 2280
12100 0  4580 2280
5720 2280  3100 1830
5070 7845  2780 1280
16040 3370  2780 1280
10780 7745  7880 1080
5180 6965  4690 880
11910 8840  5080 1080
5720 4110  3085 1523
11990 2280  4690 880
9940 4665  8720 3080
10300 0  1080 4580
5180 5685  4580 1280
7850 7845  2780 1280
8820 2280  1080 3320
11380 0  580 3900
11960 3160  4080 880
11460 4040  4580 580

numOfBlemishes: 0
