BatchNo, BoardNo, Color, Specification, BoardArea, WorkPiecesQty, WorkPiecesArea, Ratio, OddArea
Others2,1,0,24400*12200,2.9768E8,13,2.960148E8,99.44060736361193%,
Others2,2,0,24400*12200,2.9768E8,15,2.948515E8,99.0498185971513%,
Others2,3,0,24400*12200,2.9768E8,11,2.941472E8,98.81322225208278%,
Others2,4,0,24400*12200,2.9768E8,12,2.934368E8,98.57457672668639%,
Others2,5,0,24400*12200,2.9768E8,12,2.926965E8,98.3258868583714%,
Others2,6,0,24400*12200,2.9768E8,10,2.934605E8,98.58253829615694%,
Others2,7,0,24400*12200,2.9768E8,10,2.944235E8,98.9060400429992%,
Others2,8,0,24400*12200,2.9768E8,12,2.943576E8,98.8839021768342%,
Others2,9,0,24400*12200,2.9768E8,7,2.923189E8,98.1990392367643%,
Others2,10,0,24400*12200,2.9768E8,10,2.875053E8,96.58200080623487%,
Others2,11,0,24400*12200,2.9768E8,13,2.917771E8,98.0170317119054%,
Others2,12,0,24400*12200,2.9768E8,12,2.887842E8,97.01162321956464%,
Others2,13,0,24400*12200,2.9768E8,10,2.879258E8,96.72325987637731%,
Others2,14,0,24400*12200,2.9768E8,9,2.8518705E8,95.80322829884439%,
Others2,15,0,24400*12200,2.9768E8,5,1.321796E8,44.40325181402849%,
