Container length: 24400
Container width: 12200
Boxes Volume: 2.915896E8
Container Volume: 297680000
Utilization: 97.95404461166353

Packed Boxes: 16
format: x y length width
0 0  9500 6460
15530 0  8870 3580
18450 7320  5950 4880
0 8480  3580 3720
3580 8480  7220 3720
19140 3580  5260 3720
0 6600  5100 1880
11870 8620  6580 3580
5100 7600  7400 880
13560 3580  5580 3720
11810 0  3720 3365
9500 0  2060 6400
12730 7540  5720 1080
5100 6620  6580 980
10800 8480  880 3720
11680 3365  1880 4080

numOfBlemishes: 0
