Container length: 24400
Container width: 12200
Boxes Volume: 2.904534E8
Container Volume: 297680000
Utilization: 97.57235958075786

Packed Boxes: 22
format: x y length width
0 0  5260 4220
19300 0  5100 1880
19300 10320  5100 1880
0 10320  5100 1880
20320 1880  4080 1880
19700 9740  4700 580
0 4370  4880 5950
18680 3790  5720 5950
5100 8620  7580 3580
11720 0  7580 3580
12720 11620  6580 580
5260 0  5580 6580
12720 11040  6580 580
12720 10060  6580 980
12735 4340  5945 5720
4880 7940  7720 680
4880 7260  5720 680
12730 3580  5950 580
4880 6580  5720 680
10840 0  880 4220
10840 4220  850 3580
11850 3580  880 4220

numOfBlemishes: 0
