Container length: 24400
Container width: 12200
Boxes Volume: 2.913916E8
Container Volume: 297680000
Utilization: 97.88753023380812

Packed Boxes: 17
format: x y length width
0 0  19910 4580
0 6190  4400 6010
4400 7320  5580 4880
0 4580  6010 1580
4400 6240  4570 1080
9980 6420  4180 5780
6010 4580  6460 1080
6010 5660  11040 580
14160 6420  4180 5780
12470 4580  6460 1080
18340 10920  4580 1280
18340 6660  1280 4260
19910 0  4480 5780
19620 7440  3470 3480
17050 5780  6460 580
23090 7940  1280 4260
19620 6360  4570 1080

numOfBlemishes: 0
