BatchNo, BoardNo, Color, Specification, BoardArea, WorkPiecesQty, WorkPiecesArea, Ratio, OddArea
Mixed1,1,0,24400*12200,2.9768E8,11,2.91238E8,97.83593120128998%,
Mixed1,2,0,24400*12200,2.9768E8,7,2.899879E8,97.41598360655738%,
Mixed1,3,0,24400*12200,2.9768E8,10,2.927866E8,98.35615425960764%,
Mixed1,4,0,24400*12200,2.9768E8,9,2.910418E8,97.77002149959688%,
Mixed1,5,0,24400*12200,2.9768E8,12,2.903803E8,97.54780300994356%,
Mixed1,6,0,24400*12200,2.9768E8,15,2.864306E8,96.22097554420854%,
Mixed1,7,0,24400*12200,2.9768E8,5,1.885564E8,63.3419779629132%,
Mixed1,8,0,24400*12200,2.9768E8,7,2.899986E8,97.41957807041119%,
Mixed1,9,0,24400*12200,2.9768E8,10,2.909814E8,97.74973125503897%,
Mixed1,10,0,24400*12200,2.9768E8,6,2.864985E8,96.24378527277614%,
Mixed1,11,1,24400*12200,2.9768E8,8,2.928931E8,98.39193093254502%,
Mixed1,12,1,24400*12200,2.9768E8,6,2.801704E8,94.11797903789305%,
Mixed1,13,1,24400*12200,2.9768E8,9,2.900722E8,97.44430260682613%,
Mixed1,14,1,24400*12200,2.9768E8,7,2.92155E8,98.14398011287288%,
Mixed1,15,1,24400*12200,2.9768E8,8,2.895659E8,97.274220639613%,
Mixed1,16,1,24400*12200,2.9768E8,2,2.402724E8,80.71499596882558%,
Mixed1,17,1,24400*12200,2.9768E8,9,2.865382E8,96.25712174146734%,
Mixed1,18,1,24400*12200,2.9768E8,9,2.873642E8,96.53460091373286%,
Mixed1,19,1,24400*12200,2.9768E8,10,2.810162E8,94.4021096479441%,
Mixed1,20,1,24400*12200,2.9768E8,10,2.907042E8,97.65661112604138%,
Mixed1,21,1,24400*12200,2.9768E8,10,2.884654E8,96.90452835259339%,
Mixed1,22,1,24400*12200,2.9768E8,6,2.744586E8,92.19920720236496%,
Mixed1,23,1,24400*12200,2.9768E8,8,2.892784E8,97.17764041924214%,
Mixed1,24,1,24400*12200,2.9768E8,9,2.917994E8,98.02452297769416%,
Mixed1,25,1,24400*12200,2.9768E8,10,2.935191E8,98.60222386455253%,
Mixed1,26,1,24400*12200,2.9768E8,7,2.85794584E8,96.0073179252889%,
Mixed1,27,1,24400*12200,2.9768E8,3,2.678904E8,89.99274388605214%,
Mixed1,28,1,24400*12200,2.9768E8,9,2.894072E8,97.2209083579683%,
Mixed1,29,1,24400*12200,2.9768E8,7,2.824236E8,94.87489922063962%,
Mixed1,30,1,24400*12200,2.9768E8,7,2.80641016E8,94.27607363611934%,
Mixed1,31,1,24400*12200,2.9768E8,3,2.678904E8,89.99274388605214%,
Mixed1,32,1,24400*12200,2.9768E8,9,2.855618E8,95.92911851652781%,
Mixed1,33,1,24400*12200,2.9768E8,8,2.87896E8,96.71324912657887%,
Mixed1,34,1,24400*12200,2.9768E8,7,2.755004E8,92.54918032786885%,
Mixed1,35,1,24400*12200,2.9768E8,5,2.83478E8,95.22910507927978%,
