Container length: 24400
Container width: 12200
Boxes Volume: 2.9061057E8
Container Volume: 297680000
Utilization: 97.6251578876646

Packed Boxes: 19
format: x y length width
0 0  3085 5312
4970 0  19430 5880
9280 11120  15120 1080
0 9115  3689 3085
4470 10540  19930 580
8820 9960  15580 580
4670 8880  19730 1080
0 7285  4580 1830
3085 0  1850 4850
4670 8300  19730 580
3689 11320  5390 880
4670 7720  19730 580
4970 7140  19430 580
0 5435  4850 1850
20500 6560  3900 580
3689 9960  4830 580
20500 5980  3900 580
5280 6560  15220 580
5020 5980  15480 580

numOfBlemishes: 0
