Container length: 24400
Container width: 12200
Boxes Volume: 2.955061635E8
Container Volume: 297680000
Utilization: 99.269740493147

Packed Boxes: 13
format: x y length width
0 0  1280 4270
0 6120  19730 6080
1280 0  20980 3380
0 4270  18080 680
1280 3380  22080 880
0 4950  19730 580
0 5530  19730 580
19730 6320  3720 5880
22260 0  1163 3085
18080 4260  5080 580
23423 0  880 3720
23450 3740  880 8460
19730 4840  3670 1480

numOfBlemishes: 0
