Container length: 24400
Container width: 12200
Boxes Volume: 2.8940915E8
Container Volume: 297680000
Utilization: 97.2215634238108

Packed Boxes: 15
format: x y length width
0 0  8720 3080
0 9120  8580 3080
0 3080  4720 5875
4720 3080  3910 3075
4720 6265  4220 2855
8580 9120  8580 3080
8720 0  3850 5375
8940 5445  7920 3675
12570 0  5880 5080
17160 10720  3750 1480
18450 0  5875 8550
17160 8890  3100 1830
16860 5140  1480 3750
20910 10370  3100 1830
20260 8890  3750 1480

numOfBlemishes: 0
