Container length: 24400
Container width: 12200
Boxes Volume: 2.944308635E8
Container Volume: 297680000
Utilization: 98.90851367239989

Packed Boxes: 9
format: x y length width
0 0  18570 5080
0 6240  18100 5960
0 5080  19930 1080
18100 6480  6280 5720
18570 0  3170 3370
21740 0  1580 5080
18570 3370  3085 1523
23320 0  1080 5080
19930 5080  4260 1380

numOfBlemishes: 0
