Container length: 24400
Container width: 12200
Boxes Volume: 2.934382E8
Container Volume: 297680000
Utilization: 98.57504703036818

Packed Boxes: 15
format: x y length width
0 0  1480 3660
0 9125  7660 3075
1480 0  4220 8220
0 8245  7920 880
0 3660  1280 4580
5700 0  1380 4080
7080 0  9650 8050
7660 9900  9650 2300
5700 4165  1380 4080
7920 8070  4580 1830
12500 8070  4580 1830
16730 0  7660 6890
17310 9920  4580 2280
17080 6980  4870 2920
21950 7110  2280 5090

numOfBlemishes: 0
